year,w_m_ratio,ISO,country
2000,0.9302479436769919,VEN,"Venezuela, RB"
2001,0.9569142740369878,VEN,"Venezuela, RB"
2002,0.9619588595378592,VEN,"Venezuela, RB"
2003,0.9106749474955204,VEN,"Venezuela, RB"
2004,0.9224744002146104,VEN,"Venezuela, RB"
2005,0.9313082429000231,VEN,"Venezuela, RB"
2006,0.9164635512971367,VEN,"Venezuela, RB"
2007,0.922942193376198,VEN,"Venezuela, RB"
2008,0.9057689679841167,VEN,"Venezuela, RB"
2009,0.943517423226122,VEN,"Venezuela, RB"
2010,0.9412960399068702,VEN,"Venezuela, RB"
2011,0.9412960399068702,VEN,"Venezuela, RB"
1995,0.8743169398907104,VNM,Vietnam
1996,0.8743169398907104,VNM,Vietnam
1997,0.8743169398907104,VNM,Vietnam
1998,0.8743169398907104,VNM,Vietnam
1999,0.8743169398907104,VNM,Vietnam
2000,0.8743169398907104,VNM,Vietnam
2001,0.8743169398907104,VNM,Vietnam
2002,0.8743169398907104,VNM,Vietnam
2003,0.8743169398907104,VNM,Vietnam
2004,0.8743169398907104,VNM,Vietnam
2005,0.8743169398907104,VNM,Vietnam
2006,0.8743169398907104,VNM,Vietnam
2007,0.8743169398907104,VNM,Vietnam
2008,0.8743169398907104,VNM,Vietnam
2009,0.8489461358313818,VNM,Vietnam
2010,0.860944527736132,VNM,Vietnam
2011,0.860944527736132,VNM,Vietnam
1995,0.7677486315841499,ACE,ACE
1996,0.7677486315841499,ACE,ACE
1997,0.7677486315841499,ACE,ACE
1998,0.7677486315841499,ACE,ACE
1999,0.7677486315841499,ACE,ACE
2000,0.7677486315841499,ACE,ACE
2001,0.7677486315841499,ACE,ACE
2002,0.7677486315841499,ACE,ACE
2003,0.7677486315841499,ACE,ACE
2004,0.7677486315841499,ACE,ACE
2005,0.7677486315841499,ACE,ACE
2006,0.7677486315841499,ACE,ACE
2007,0.7677486315841499,ACE,ACE
2008,0.7677486315841499,ACE,ACE
2009,0.7677486315841499,ACE,ACE
2010,0.7677486315841499,ACE,ACE
2011,0.7677486315841499,ACE,ACE
1995,0.728417412925659,AME,AME
1996,0.7608421803907575,AME,AME
1997,0.778406934691296,AME,AME
1998,0.8041142916390582,AME,AME
1999,0.806728317540054,AME,AME
2000,0.806728317540054,AME,AME
2001,0.8210409906789651,AME,AME
2002,0.8214936808178399,AME,AME
2003,0.80532611880287,AME,AME
2004,0.8251266097525684,AME,AME
2005,0.808511452084834,AME,AME
2006,0.81735353193137,AME,AME
2007,0.8128339669111742,AME,AME
2008,0.8022941192125831,AME,AME
2009,0.8776601661774899,AME,AME
2010,0.8776601661774899,AME,AME
2011,0.8776601661774899,AME,AME
1995,0.7641509433962265,ECM,ECM
1996,0.7641509433962265,ECM,ECM
1997,0.7641509433962265,ECM,ECM
1998,0.7641509433962265,ECM,ECM
1999,0.7641509433962265,ECM,ECM
2000,0.7641509433962265,ECM,ECM
2001,0.7641509433962265,ECM,ECM
2002,0.7641509433962265,ECM,ECM
2003,0.7641509433962265,ECM,ECM
2004,0.7641509433962265,ECM,ECM
2005,0.7641509433962265,ECM,ECM
2006,0.7641509433962265,ECM,ECM
2007,0.7641509433962265,ECM,ECM
2008,0.7641509433962265,ECM,ECM
2009,0.7641509433962265,ECM,ECM
2010,0.7641509433962265,ECM,ECM
2011,0.7641509433962265,ECM,ECM
1995,0.6460343196865288,LCM,LCM
1996,0.7281613724539282,LCM,LCM
1997,0.6974394133603601,LCM,LCM
1998,0.7327989408090722,LCM,LCM
1999,0.7601398706799101,LCM,LCM
2000,0.7601398706799101,LCM,LCM
2001,0.7467957713537281,LCM,LCM
2002,0.7192421748912793,LCM,LCM
2003,0.7652551626682083,LCM,LCM
2004,0.7034180427832164,LCM,LCM
2005,0.7101557488247852,LCM,LCM
2006,0.7163761640004093,LCM,LCM
2007,0.6816132231404959,LCM,LCM
2008,0.7173642503855767,LCM,LCM
2009,0.943517423226122,LCM,LCM
2010,0.943517423226122,LCM,LCM
2011,0.943517423226122,LCM,LCM
1995,0.7771115718765529,ECE,ECE
1996,0.7771115718765529,ECE,ECE
1997,0.7771115718765529,ECE,ECE
1998,0.7771115718765529,ECE,ECE
1999,0.7771115718765529,ECE,ECE
2000,0.7771115718765529,ECE,ECE
2001,0.7771115718765529,ECE,ECE
2002,0.7771115718765529,ECE,ECE
2003,0.7771115718765529,ECE,ECE
2004,0.7771115718765529,ECE,ECE
2005,0.7771115718765529,ECE,ECE
2006,0.7771115718765529,ECE,ECE
2007,0.7771115718765529,ECE,ECE
2008,0.7771115718765529,ECE,ECE
2009,0.7771115718765529,ECE,ECE
2010,0.7771115718765529,ECE,ECE
2011,0.7771115718765529,ECE,ECE
1995,0.7681878938323468,LCE,LCE
1996,0.7851366288631993,LCE,LCE
1997,0.7856838619211018,LCE,LCE
1998,0.8028114047080465,LCE,LCE
1999,0.8345379824104388,LCE,LCE
2000,0.8345379824104388,LCE,LCE
2001,0.7918422922093298,LCE,LCE
2002,0.9168311380923312,LCE,LCE
2003,0.8458873293092237,LCE,LCE
2004,0.8509834260261837,LCE,LCE
2005,0.866668239951913,LCE,LCE
2006,0.8534086376787623,LCE,LCE
2007,0.8807346619773349,LCE,LCE
2008,0.8539860757011178,LCE,LCE
2009,0.8802829231555189,LCE,LCE
2010,0.8802829231555189,LCE,LCE
2011,0.8802829231555189,LCE,LCE
1995,0.7143182854537163,USA,United States
1996,0.7376146788990826,USA,United States
1997,0.7416685305300827,USA,United States
1998,0.7317494600431965,USA,United States
1999,0.7232219365895458,USA,United States
2000,0.7371267849415837,USA,United States
2001,0.763266190166775,USA,United States
2002,0.7661255873558308,USA,United States
2003,0.7556120288013554,USA,United States
2004,0.7656622588337307,USA,United States
2005,0.7697746354396818,USA,United States
2006,0.7692651329014966,USA,United States
2007,0.7781364321067356,USA,United States
2008,0.7710371819960861,USA,United States
2009,0.7697719036452781,USA,United States
2010,0.7691652470187393,USA,United States
2011,0.7701048951048951,USA,United States
2012,0.7650261324041812,USA,United States
2013,0.7826751036439014,USA,United States
2013,0.7754745799694523,USA,United States
2013,0.7828459188127456,USA,United States
2013,0.7756438236577914,USA,United States
2014,0.7862965410883455,USA,United States
2015,0.795656894679696,USA,United States
2016,0.8045801526717558,USA,United States
2017,0.8049426301853486,USA,United States
2017,0.8172992056487202,USA,United States
2017,0.8042328042328042,USA,United States
2017,0.8165784832451499,USA,United States
2018,0.8156043487529312,USA,United States
2019,0.8233082706766918,USA,United States
